index,review_title,review_text,review_rating,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
3608,Awesome,Every feature is best,5.0,0.0,0.417,0.583,0.6369,0.005408395,0.08868611,0.9059055
3609,PRODUCT FAULTY,FOUND FAULTY PRODUCT.,1.0,0.535,0.465,0.0,-0.3182,0.8693876,0.12038343,0.010228966
3610,Best Buy !!,Crazy battery backup!,5.0,0.574,0.426,0.0,-0.4003,0.05885222,0.42154545,0.51960236
3611,Awesome phone🔥,I’m in love with XR♥️,5.0,0.0,0.488,0.512,0.6369,0.0018588861,0.015592773,0.98254836
3612,Worth,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3613,Phone Chala bagundi,Antha bagundi,5.0,0.0,1.0,0.0,0.0,0.16198693,0.73288137,0.10513164
3614,I love iPhones,Amezing phone,5.0,0.0,1.0,0.0,0.0,0.11331612,0.7721429,0.114540994
3615,Overpriced,Good in range,5.0,0.0,0.408,0.592,0.4404,0.013485534,0.4246218,0.5618927
3616,Super mobile,Just love it.,5.0,0.0,0.323,0.677,0.6369,0.014791147,0.070203826,0.915005
3617,iPhone at an average mans cost,Amazing phone,5.0,0.0,0.208,0.792,0.5859,0.003935495,0.04196609,0.9540984
3618,good,slow charging,5.0,0.0,1.0,0.0,0.0,0.15046759,0.70961106,0.13992138
3619,Nice face id recognition,Battery life is really good ....nice camera,5.0,0.0,0.653,0.347,0.4927,0.0023883125,0.016886733,0.98072493
3620,Great piece,Good mobile,5.0,0.0,0.256,0.744,0.4404,0.0070307525,0.1184618,0.8745075
3621,Super,Super,5.0,0.0,0.0,1.0,0.5994,0.061617296,0.39266527,0.5457174
3622,its a great product,I love it this is worth it just go for it,4.0,0.0,0.567,0.433,0.7269,0.0018301774,0.00965616,0.98851365
3623,Great,Awesome phone,5.0,0.0,0.196,0.804,0.6249,0.0029870658,0.0238912,0.9731217
3624,Amazing experience,Totally worth it,5.0,0.0,0.477,0.523,0.2944,0.0075085973,0.12504797,0.8674434
3625,Nice buy,Awesome phone,5.0,0.0,0.196,0.804,0.6249,0.0029870658,0.0238912,0.9731217
3626,Apple..,Apple.... Always Best buy 😊,5.0,0.0,0.417,0.583,0.6369,0.0027260599,0.037223343,0.9600506
3627,Awesome phone,Performance and battery life,5.0,0.0,1.0,0.0,0.0,0.059669778,0.6893604,0.2509698
3628,Nothing,2 camera  like iPhone 7 plus,4.0,0.0,0.545,0.455,0.3612,0.0060050576,0.32787862,0.6661163
3629,Perfect balance of price and quality,Perfect balance of price and quality,5.0,0.0,0.575,0.425,0.5719,0.033778127,0.4925095,0.47371238
3630,Superb,Superbly work with complete hardware,4.0,0.0,1.0,0.0,0.0,0.005000892,0.10085062,0.8941485
3631,Apple... don’t think twice!!!,Value for money!,5.0,0.0,0.426,0.574,0.4003,0.060008917,0.55179024,0.38820085
3632,Excellent,Apple XR is good and excellent phone,5.0,0.0,0.431,0.569,0.765,0.0015154405,0.013195707,0.9852888
3633,Very good,Overall fantastic 👌,5.0,0.0,0.217,0.783,0.5574,0.004288296,0.04451652,0.9511951
3634,Awesome purchase!,What an amazing buy!,5.0,0.0,0.423,0.577,0.6239,0.0025519736,0.01844849,0.9789995
3635,Amazing,Amazing battery Life,5.0,0.0,0.345,0.655,0.5859,0.008595084,0.12255578,0.8688491
3636,No issues,Apple is Apple alway,5.0,0.0,1.0,0.0,0.0,0.009505076,0.15125789,0.83923703
3637,Super,Nice and best mobile,5.0,0.0,0.222,0.778,0.7906,0.0029436827,0.042224646,0.9548317
3638,Loved it,Nothing to dislike this,5.0,0.0,0.579,0.421,0.2924,0.47469088,0.44184428,0.083464876
3639,Perfect to have,Just amazing,5.0,0.0,0.208,0.792,0.5859,0.010145992,0.082064144,0.9077898
3640,Best,Best product,5.0,0.0,0.192,0.808,0.6369,0.008585303,0.13101229,0.86040246
3641,Gud,Nice product,5.0,0.0,0.263,0.737,0.4215,0.010233998,0.096474744,0.8932913
3642,Nice,As expected.,5.0,0.0,1.0,0.0,0.0,0.30122337,0.60662097,0.09215564
3643,Camera,Good Quality,5.0,0.0,0.256,0.744,0.4404,0.03165423,0.38285834,0.5854875
3644,Awesome,Just awesome,5.0,0.0,0.196,0.804,0.6249,0.006034701,0.046265036,0.9477003
3645,Good battery life,Good product,5.0,0.0,0.256,0.744,0.4404,0.008658473,0.09932203,0.89201957
3646,Awesome,Superb phone,5.0,0.0,0.196,0.804,0.6249,0.0038645307,0.061695375,0.9344401
3647,Excellent successor with extended battery life,Great battery life,5.0,0.0,0.328,0.672,0.6249,0.008181968,0.12635154,0.86546654
3648,awesome Phone,Sirraaaaa phone Bro.............,5.0,0.0,1.0,0.0,0.0,0.15507531,0.7433664,0.10155828
3649,Genuine,Nice product deliverd on time,4.0,0.0,0.588,0.412,0.4215,0.0065213274,0.06689035,0.92658836
3650,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3651,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3652,Deepu,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3653,ok,done,5.0,0.0,1.0,0.0,0.0,0.21979569,0.48753658,0.2926677
3654,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3655,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3656,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3657,Best iPhone,Just Amazing,5.0,0.0,0.208,0.792,0.5859,0.014610614,0.12510501,0.8602844
3658,A good buy.,Totally in love after Iphone 7plus.,5.0,0.0,0.528,0.472,0.6682,0.0011794801,0.011027771,0.9877928
3659,XR,Battery life still needs to be long,5.0,0.0,1.0,0.0,0.0,0.19834247,0.7096686,0.09198898
3660,Good,Good performance and battery backup,5.0,0.0,0.58,0.42,0.4404,0.006916159,0.120746545,0.8723373
3661,Best product of iPhone,Awesome product and smooth process.,2.0,0.0,0.494,0.506,0.6249,0.0036155363,0.036657564,0.95972687
3662,Nice,Worth upgrade from iphone 7👍🏻👍🏻,4.0,0.0,0.678,0.322,0.2263,0.0014795153,0.043194804,0.9553257
3663,Awesome mobile for gaming,No words to say,5.0,0.423,0.577,0.0,-0.296,0.438489,0.5137904,0.047720645
3664,Good Phone,Good phone...,5.0,0.0,0.256,0.744,0.4404,0.004359212,0.06114807,0.93449265
3665,iPhone XR,Phone was fantastic,5.0,0.0,0.357,0.643,0.5574,0.005833767,0.0334353,0.96073097
3666,If you don’t ave an iphone.. you just don’t!,Very bulky but fine,4.0,0.0,0.536,0.464,0.3809,0.043932013,0.44047406,0.51559395
3667,Battery is very bad,Battery is not good,1.0,0.445,0.555,0.0,-0.3412,0.9711038,0.02539303,0.003503147
3668,Good phone,Good And nice phone,5.0,0.0,0.26,0.74,0.6908,0.0032523822,0.035157166,0.9615904
3669,Overall good,Good not impressive,3.0,0.409,0.151,0.439,0.0511,0.7587376,0.21257688,0.028685475
3670,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3671,worth purchasing,superbb phone,5.0,0.0,1.0,0.0,0.0,0.035306722,0.5424093,0.422284
3672,Why it’s heavy,Heavy,5.0,0.0,1.0,0.0,0.0,0.2910706,0.57768273,0.13124666
3673,Good battery,Best iphone,5.0,0.0,0.192,0.808,0.6369,0.0026677938,0.056337558,0.9409947
3674,Quality product,Top quality,5.0,0.0,0.357,0.643,0.2023,0.04586563,0.36319816,0.59093624
3675,Awesome,Great phone,5.0,0.0,0.196,0.804,0.6249,0.004362121,0.043653104,0.95198476
3676,Good investment,Good device,5.0,0.0,0.256,0.744,0.4404,0.008109861,0.10056038,0.8913297
3677,Good one,Good one...,5.0,0.0,0.256,0.744,0.4404,0.008912361,0.13946617,0.8516215
3678,As expected n promised.,As expected,5.0,0.0,1.0,0.0,0.0,0.25036842,0.6734779,0.07615372
3679,Nice experience,Best in use,5.0,0.0,0.323,0.677,0.6369,0.032403685,0.54122376,0.42637253
3680,Great phone,Great phone,5.0,0.0,0.196,0.804,0.6249,0.004362121,0.043653104,0.95198476
3681,Good,Everything thing is good but not supported fast charging,5.0,0.214,0.614,0.171,-0.1263,0.36963826,0.4318562,0.19850555
3682,Good,Good,4.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3683,Camera quality,Camera quality shoulb be better.,4.0,0.0,0.58,0.42,0.4404,0.11730162,0.6036021,0.2790963
3684,"Great touch Feel, battery life, sound, picture quality",Goes on for 14 HRs with everything running.,5.0,0.0,1.0,0.0,0.0,0.008102536,0.86030275,0.13159475
3685,Grt,Grt,5.0,0.0,1.0,0.0,0.0,0.25393358,0.5359619,0.21010454
3686,Nice,Nice,5.0,0.0,0.0,1.0,0.4215,0.066038154,0.35445276,0.5795091
3687,It’s so good,It was so good but one disappointed,5.0,0.36,0.434,0.206,-0.4175,0.21133278,0.2691916,0.51947564
3688,IphoneXr at its best!,Worth to buy at this price..Delivered in just one day..,5.0,0.0,0.826,0.174,0.2263,0.0027682898,0.0994079,0.89782375
3689,Good,Total good but price is not reasonable,4.0,0.0,0.755,0.245,0.2382,0.4433008,0.40812033,0.14857885
3690,Nice,Good product,4.0,0.0,0.256,0.744,0.4404,0.008658473,0.09932203,0.89201957
3691,Awesome,It’s awesome,5.0,0.0,0.196,0.804,0.6249,0.002956558,0.02421238,0.972831
3692,Worth,Worth,5.0,0.0,0.0,1.0,0.2263,0.14909467,0.6987951,0.15211031
3693,Worth,The phone is worth in every aspect,5.0,0.0,0.759,0.241,0.2263,0.0050141257,0.13918124,0.8558046
3694,Charger being overheated,Charger getting heated up too much,5.0,0.0,1.0,0.0,0.0,0.57969856,0.38767946,0.03262201
3695,Iphone x5,Great device....total satisfaction,5.0,0.0,0.125,0.875,0.7906,0.005030558,0.035831537,0.9591379
3696,Value for money !!! Good offer,Packaging should be more effective,5.0,0.0,0.541,0.459,0.5256,0.15458846,0.6109805,0.23443103
3697,Nice,Gud phone with better battery life,5.0,0.0,0.633,0.367,0.4404,0.0032889678,0.070433386,0.9262776
3698,Gave duplicate earphones.. Cheater,Gave duplicate earphones.. Cheater,1.0,0.538,0.462,0.0,-0.5423,0.8575678,0.12765324,0.014778957
3699,iPhone XR,Nothing to dislike about iPhone XR,5.0,0.0,0.696,0.304,0.2924,0.029700827,0.19103748,0.7792617
3700,Awesome product,Value for money.. best iPhone ever,5.0,0.0,0.377,0.623,0.765,0.0031457916,0.030761003,0.96609324
3701,Super mobile,I’m totally happy with the product,5.0,0.0,0.556,0.444,0.6115,0.0017426093,0.016001027,0.98225635
3702,Good mobile,Good mobile with good battery life,5.0,0.0,0.408,0.592,0.7003,0.0021785353,0.042392097,0.9554294
3703,Amazing,Phone is excellent in every sphere,5.0,0.0,0.575,0.425,0.5719,0.003666433,0.031157669,0.96517587
3704,Genuine product !,Product is gud and geniune,5.0,0.0,1.0,0.0,0.0,0.01774029,0.35931784,0.6229418
3705,Best for iPhone lovers in this price segment approx 40k,Battery and camera is good,4.0,0.0,0.58,0.42,0.4404,0.0042442484,0.059103325,0.9366525
3706,Net speed very slow,Face recognition very good,1.0,0.0,0.484,0.516,0.4927,0.00256139,0.033948,0.9634906
3707,I phone 10 is oki oki,No fi finger print  sensor,4.0,0.355,0.645,0.0,-0.296,0.16729207,0.7610923,0.07161562
3708,Price is worth,Its a good looks phone....,5.0,0.0,0.508,0.492,0.4404,0.003016509,0.035919454,0.96106404
3709,Amazing XR,Amazing product from Apple,5.0,0.0,0.441,0.559,0.5859,0.0021093553,0.019733122,0.9781576
3710,Very good phone,Good phone with very good battery backup,5.0,0.0,0.451,0.549,0.7264,0.00228707,0.023094686,0.9746182
3711,Iphone of the year,Phone of the  year,4.0,0.0,1.0,0.0,0.0,0.12020458,0.6233122,0.25648326
3712,Good Amazon... Ur service every time is good,I like the product,5.0,0.0,0.444,0.556,0.3612,0.0047052554,0.058063082,0.9372317
3713,Good battery backup,Best and beautiful,5.0,0.0,0.11,0.89,0.8442,0.0046052937,0.065388,0.9300067
3714,Owsem. Apple is very nice to compare android,Nice product. Really good product,5.0,0.0,0.334,0.666,0.7178,0.0036005543,0.03214007,0.9642593
3715,No 1 Apple iPhone,Good Apple product,5.0,0.0,0.408,0.592,0.4404,0.0034152044,0.03909799,0.9574868
3716,Nice,Gud experience with Amazon.Nice product,5.0,0.0,1.0,0.0,0.0,0.0029442867,0.020442119,0.97661364
3717,Better than x,"Awsm camera, battery life too good",5.0,0.0,0.633,0.367,0.4404,0.0076006567,0.058059268,0.93434006
3718,Awesome,Nicest,5.0,0.0,0.0,1.0,0.4939,0.09412956,0.6434006,0.26246986
3719,Good,Good,4.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3720,Iphone,Nice phone,5.0,0.0,0.263,0.737,0.4215,0.006627618,0.066739604,0.92663276
3721,Fabulous,Marvellous,5.0,0.0,1.0,0.0,0.0,0.008087323,0.09987995,0.89203274
3722,apple hai toh  phone hai,mast phone,5.0,0.0,1.0,0.0,0.0,0.21554907,0.5615407,0.2229102
3723,Genuine product,Best phone,5.0,0.0,0.192,0.808,0.6369,0.0029990263,0.046954073,0.9500469
3724,Beast phone,Runs pubg without lag and heating,5.0,0.0,0.711,0.289,0.2584,0.016046645,0.75137496,0.23257838
3725,Love amazon,Superb nice mobile,4.0,0.0,0.127,0.873,0.7845,0.002715822,0.022398956,0.9748853
3726,Amazing phone,Amazing product delivered in time,5.0,0.0,0.513,0.487,0.5859,0.0048571816,0.059587672,0.9355551
3727,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3728,Overall good,👍,4.0,0.0,0.0,0.0,0.0,0.029270912,0.38502246,0.5857066
3729,👌,👍,5.0,0.0,0.0,0.0,0.0,0.029270912,0.38502246,0.5857066
3730,Just ok,😔,3.0,0.0,0.0,0.0,0.0,0.51338226,0.38432434,0.1022934
3731,Xr,Xr,5.0,0.0,1.0,0.0,0.0,0.16983975,0.6131649,0.21699528
3732,Good,Ok,4.0,0.0,0.0,1.0,0.296,0.17729458,0.5264875,0.29621786
3733,Mass phone,Nice phone,5.0,0.0,0.263,0.737,0.4215,0.006627618,0.066739604,0.92663276
3734,Best ever user interface,Loved it l...yupee,5.0,0.0,0.339,0.661,0.5994,0.0037731887,0.022210294,0.9740165
3735,Average camera quality.,Camera quality is not good as it adverstised.,4.0,0.256,0.744,0.0,-0.3412,0.92235595,0.07312882,0.0045152036
3736,Good,Very good phone in every function,5.0,0.0,0.61,0.39,0.4927,0.0024757576,0.024186185,0.97333807
3737,Best mobile for gaming,All round mobile. I Just love it.,5.0,0.0,0.543,0.457,0.6369,0.0035803376,0.0146063985,0.9818133
3738,Excellent phone,Excellent phone.no more comments.,5.0,0.0,0.448,0.552,0.5719,0.051095217,0.21552502,0.7333797
3739,Thanks Amazon,Amazing purchase! Thanks amazon!!,5.0,0.0,0.097,0.903,0.851,0.0014215282,0.008798483,0.98977995
3740,Worth buying,Absolutely satisfying performance,5.0,0.0,0.378,0.622,0.5095,0.010391802,0.07112649,0.9184817
3741,Awesome,Simply superb. Worth every penny.,5.0,0.0,0.333,0.667,0.7184,0.009379263,0.06843205,0.92218864
3742,Loved the product.,Best iPhone to be bought in 2020.,5.0,0.0,0.588,0.412,0.6369,0.0017327798,0.060558375,0.9377088
3743,Good but...,Need to improve camera quality...,4.0,0.0,0.58,0.42,0.4404,0.18329841,0.67803943,0.13866219
3744,Amazon prime,Amazon good quality product india,5.0,0.0,0.395,0.605,0.5574,0.0065162163,0.09792203,0.89556175
3745,Excellent phone,Just one word “excellent”,5.0,0.0,1.0,0.0,0.0,0.03230996,0.17086829,0.7968218
3746,.,Best phone in price range,5.0,0.0,0.488,0.512,0.6369,0.002918727,0.06389253,0.93318874
3747,Great experience,Good premium priced phone,5.0,0.0,0.508,0.492,0.4404,0.0034792065,0.06476445,0.9317564
3748,Excellent,Overall performance good.,5.0,0.0,0.408,0.592,0.4404,0.0040210746,0.07911584,0.9168631
3749,Happy,Battery life is not happy,4.0,0.428,0.572,0.0,-0.4585,0.9263898,0.06510111,0.0085091
3750,Best Buy of my life,Really nice phone,5.0,0.0,0.393,0.607,0.4754,0.0020207772,0.018165976,0.9798132
3751,Silent button not working,very Nice,4.0,0.0,0.244,0.756,0.4754,0.009029842,0.073112346,0.91785777
3752,Superb,Excellent,5.0,0.0,0.0,1.0,0.5719,0.16824616,0.48015878,0.35159513
3753,Excellent,Excellent,5.0,0.0,0.0,1.0,0.5719,0.16824616,0.48015878,0.35159513
3754,Excellent,Excellent,5.0,0.0,0.0,1.0,0.5719,0.16824616,0.48015878,0.35159513
3755,Excellent,Excellent,5.0,0.0,0.0,1.0,0.5719,0.16824616,0.48015878,0.35159513
3756,Best product from iphone at this price,Wonderful,5.0,0.0,0.0,1.0,0.5719,0.0054908786,0.08829809,0.906211
3757,Good,Very Nice,5.0,0.0,0.244,0.756,0.4754,0.0073692547,0.06231263,0.9303181
3758,Very good,Very good,5.0,0.0,0.238,0.762,0.4927,0.005273812,0.042851713,0.9518745
3759,nice,it's good,5.0,0.0,0.256,0.744,0.4404,0.005165659,0.0397257,0.9551086
3760,Good worth mobile .. safe delivery too,The product is really good,5.0,0.0,0.556,0.444,0.4927,0.0019019381,0.011816867,0.9862812
3761,Fantastic,Very good,5.0,0.0,0.238,0.762,0.4927,0.005273812,0.042851713,0.9518745
3762,Value for Money,Amazing Phone.. Worth the money😃,5.0,0.0,0.345,0.655,0.6908,0.0029769784,0.032003015,0.96502
3763,Xr red,Camera not good,4.0,0.546,0.454,0.0,-0.3412,0.95440793,0.0418455,0.0037466332
3764,Awesome,Everything seems good. Love it,5.0,0.0,0.297,0.703,0.7964,0.0022455996,0.010807375,0.98694706
3765,Iphone xr 128gb,Awesome phone. Battery backup is awesome,5.0,0.0,0.328,0.672,0.8481,0.0025486052,0.010618682,0.98683274
3766,Overall good performance,Better performance,5.0,0.0,0.256,0.744,0.4404,0.022265034,0.29975227,0.6779827
3767,Go for it.,Awesome in All,5.0,0.0,0.328,0.672,0.6249,0.0037742164,0.08124682,0.914979
3768,iPhone XR,So far it’s good.,5.0,0.0,0.487,0.513,0.4877,0.00523354,0.057068627,0.9376978
3769,Nice phone,Nice phone,5.0,0.0,0.263,0.737,0.4215,0.006627618,0.066739604,0.92663276
3770,Great,Awesome phone in this range 👌🏻,4.0,0.0,0.549,0.451,0.6249,0.0015168401,0.0148819005,0.9836013
3771,😍,Awesome smart ph to n this range,5.0,0.0,0.37,0.63,0.7783,0.0037204502,0.06617002,0.93010956
3772,Value for money product,Best phone under 50k price range,5.0,0.0,0.543,0.457,0.6369,0.0021932772,0.085515,0.9122917
3773,Too good.. loving it..!!,Awesome upgrade from iPhone 6...,5.0,0.0,0.494,0.506,0.6249,0.0013113123,0.016126866,0.9825618
3774,Just a beast 💪,The best phone ever of apple..!!,5.0,0.0,0.511,0.489,0.6988,0.0016571686,0.011430275,0.9869126
3775,Battery life,Battery life is ammaaaaazzzing!!,5.0,0.0,1.0,0.0,0.0,0.0312934,0.17089581,0.7978108
3776,iPhone xr,Happy with the working of mobile,5.0,0.0,0.575,0.425,0.5719,0.0014863715,0.030261053,0.96825254
3777,excellent,size big/should be small,5.0,0.0,1.0,0.0,0.0,0.097125575,0.7536278,0.14924663
3778,Excellent,All categories are great,5.0,0.0,0.423,0.577,0.6249,0.0032659785,0.032407947,0.9643261
3779,I don't like,I don't like this iPhone,1.0,0.413,0.587,0.0,-0.2755,0.976592,0.020359421,0.003048544
3780,Really a helpful and convenient phone.,Very happy to have this.,5.0,0.0,0.5,0.5,0.6115,0.0013352794,0.012308893,0.98635584
3781,Dual SIM iPhone,eSIM facility great 👍🏼,5.0,0.0,0.423,0.577,0.6249,0.0021188692,0.03403881,0.96384233
3782,Go for it!,Easy to use. Nice design,5.0,0.0,0.345,0.655,0.6908,0.0035585687,0.02973222,0.96670926
3783,Worth the money,Got in offer. Super deal,5.0,0.0,0.506,0.494,0.5994,0.011074425,0.19959052,0.7893351
3784,Not bad,Heating issue while charging,2.0,0.0,1.0,0.0,0.0,0.48655787,0.47767583,0.035766263
3785,Budget price,Beautiful design,4.0,0.0,0.204,0.796,0.5994,0.0048861704,0.04757698,0.9475368
3786,Battery,Battery not good,5.0,0.546,0.454,0.0,-0.3412,0.94133973,0.05266121,0.005999123
3787,one shot product,one shot product,5.0,0.0,1.0,0.0,0.0,0.14563793,0.7092536,0.14510842
3788,Big screen and good camera,It is good phone,4.0,0.0,0.508,0.492,0.4404,0.003398551,0.034340445,0.96226096
3789,V nice loving it,V nice loving it,5.0,0.0,0.13,0.87,0.7717,0.0030145703,0.01374625,0.9832392
3790,superb phone,super in battery,4.0,0.0,0.339,0.661,0.5994,0.09719152,0.7252567,0.17755182
3791,Excellent phone.,Excellent phone.,5.0,0.0,0.213,0.787,0.5719,0.0063084266,0.055501185,0.9381904
3792,Excellent,Good performance,5.0,0.0,0.256,0.744,0.4404,0.005931118,0.076871365,0.9171975
3793,iPhone XR is best,‘iPhone xR’ the name is enough❤️,5.0,0.0,1.0,0.0,0.0,0.0017355643,0.039226457,0.95903796
3794,Best service by amazon buy without Hesitating,Thank u amazon,5.0,0.0,0.0,1.0,0.4939,0.0027953787,0.029511707,0.967693
3795,Apple-the name is enough,Brilliant in every way..,5.0,0.0,0.441,0.559,0.5859,0.0071236673,0.12972094,0.8631554
3796,all good,all good,5.0,0.0,0.256,0.744,0.4404,0.048382327,0.29645967,0.655158
3797,Value for money,Its good,5.0,0.0,0.256,0.744,0.4404,0.006011263,0.052281167,0.9417076
3798,All good,All good,5.0,0.0,0.256,0.744,0.4404,0.015853118,0.16814888,0.815998
3799,Nice product,Must buy,5.0,0.0,1.0,0.0,0.0,0.018219141,0.4084623,0.57331854
3800,Camera fone,Best camera,5.0,0.0,0.192,0.808,0.6369,0.009612252,0.16153215,0.8288556
3801,Phone made for this generation,Nothing as of now,5.0,0.0,1.0,0.0,0.0,0.25713214,0.6809683,0.061899595
3802,Quality,Everything is good,4.0,0.0,0.408,0.592,0.4404,0.0036484783,0.04096048,0.955391
3803,Owsm,Battery,5.0,0.0,1.0,0.0,0.0,0.26547155,0.52377844,0.21075001
3804,Superb product,Great,5.0,0.0,0.0,1.0,0.6249,0.033833213,0.26710737,0.6990594
3805,Great Phone,Really Good phone with great battery life and camera.,5.0,0.0,0.49,0.51,0.807,0.0016558042,0.0162098,0.98213434
3806,iphone is easy to use,i used iphone from last 7 years,5.0,0.0,1.0,0.0,0.0,0.09143375,0.8241215,0.08444481
3807,Best,One of the best phone in IPHONE,5.0,0.0,0.588,0.412,0.6369,0.0015225316,0.013363364,0.9851141
3808,Very good,"Really Awesome, value for money",5.0,0.0,0.298,0.702,0.7947,0.0035649089,0.029088981,0.96734613
3809,Size is not good for small hands,Screen is not good as iphone 11,3.0,0.286,0.714,0.0,-0.3412,0.9545147,0.04180386,0.0036814313
3810,Good product but it takes time to explore,Where is the fingerprint reader,5.0,0.0,1.0,0.0,0.0,0.29337364,0.6782719,0.028354475
